"Drugs","Atlanta","Dallas","Denver","Miami","San.Diego","Seattle","DC"
2003,1.03816519938153,1.33395225816685,0.544340021434544,0.930613279720202,1.04136392087544,0.869973278569678,1.09907167811028
2007,1.1525742846085,1.87874204631629,0.62990065145525,0.943529221463487,0.949134478825793,0.86164431801873,1.00728657234687
