"Other","Atlanta","Dallas","Denver","Miami","San.Diego","Seattle","DC"
2003,0.96112200405176,1.12103422367703,0.495599142257435,1.01862163218797,0.563566606562853,0.642893476474946,0.979343204722219
2007,1.1201124159789,1.32433279563115,0.480571036881332,1.02659314349872,0.567696236593617,0.695203331428295,1.17948094063461
