"Weapons","Atlanta","Dallas","Denver","Miami","San.Diego","Seattle","DC"
2003,1.29280134870723,1.30711352887041,0.445973156167346,0.806871304981498,0.356132864559906,0.628027366375297,1.13537316240178
2007,1.12326168446788,1.31717907267435,0.36200108901258,0.912558650016029,0.36821986435773,0.458759225806916,1.22071386106638
