# ========
# Ratio-margin	01 percent
city_year	p0	p1	p2	p3	
c1_t1	1.70793e+08	1.92432e+08	1.89928e+10	1.39841e+08
c2_t0	5.78273e+07	5.46506e+07	7.10721e+09	1.19505e+08
c2_t1	4.6939e+07	6.38795e+07	7.75229e+09	1.08116e+08
c3_t0	1.04623e+08	9.34316e+07	1.46077e+10	5.05664e+08
c3_t1	1.18327e+08	9.56852e+07	1.40008e+10	3.70311e+08
c4_t0	4.61781e+07	1.04551e+08	8.0819e+09	9.59409e+07
c4_t1	4.77454e+07	9.62536e+07	8.77933e+09	5.85732e+07
c5_t0	8.14334e+07	8.73435e+07	9.84506e+09	5.03208e+07
c5_t1	6.008e+07	8.73811e+07	1.1762e+10	1.06499e+08
c6_t0	1.48691e+08	1.11448e+08	1.76959e+10	1.64267e+08
c6_t1	1.59867e+08	1.03172e+08	2.02683e+10	1.03172e+08
# ========
# Ratio-margin	27 percent
city_year	p0	p1	p2	p3	
c0_t0	1.69308e+08	1.0423e+08	1.36734e+10	3.06075e+08
c0_t1	1.45648e+08	1.16885e+08	1.5156e+10	3.51562e+08
c1_t0	1.71182e+08	1.35265e+08	1.60798e+10	1.70339e+08
c1_t1	1.70793e+08	1.92432e+08	1.89939e+10	1.3874e+08
c2_t0	5.84056e+07	5.46506e+07	7.05065e+09	1.18564e+08
c2_t1	4.74084e+07	6.38795e+07	7.75182e+09	1.08116e+08
c3_t0	1.0567e+08	9.34316e+07	1.44914e+10	5.01683e+08
c3_t1	1.18327e+08	9.56852e+07	1.38906e+10	3.67396e+08
c4_t0	4.66399e+07	1.04551e+08	8.01759e+09	9.51855e+07
c4_t1	4.77454e+07	9.62536e+07	8.77979e+09	5.81119e+07
c5_t0	8.22477e+07	8.73435e+07	9.84424e+09	5.03208e+07
c5_t1	6.008e+07	8.73811e+07	1.17629e+10	1.0566e+08
c6_t0	1.50178e+08	1.11448e+08	1.76945e+10	1.64267e+08
c6_t1	1.59867e+08	1.03172e+08	2.02683e+10	1.03172e+08
# ========
# Ratio-margin	28 percent
city_year	p0	p1	p2	p3	
c0_t0	1.67615e+08	1.0423e+08	1.35677e+10	3.03684e+08
c0_t1	1.45648e+08	1.16885e+08	1.50376e+10	3.48815e+08
c1_t0	1.6947e+08	1.35265e+08	1.60815e+10	1.70339e+08
c1_t1	1.725e+08	1.92432e+08	1.89715e+10	1.59494e+08
c2_t0	5.78215e+07	5.46506e+07	6.99616e+09	1.38908e+08
c2_t1	4.74084e+07	6.38795e+07	7.75182e+09	1.08116e+08
c3_t0	1.04613e+08	9.34316e+07	1.43794e+10	4.97763e+08
c3_t1	1.18327e+08	9.56852e+07	1.37821e+10	3.64525e+08
c4_t0	4.61735e+07	1.04551e+08	7.95563e+09	9.44418e+07
c4_t1	4.77454e+07	9.62536e+07	8.78024e+09	5.76579e+07
c5_t0	8.14253e+07	8.82169e+07	9.84419e+09	5.03208e+07
c5_t1	6.008e+07	8.82549e+07	1.17628e+10	1.04835e+08
c6_t0	1.48676e+08	1.11448e+08	1.7696e+10	1.64267e+08
c6_t1	1.59867e+08	1.03172e+08	2.02683e+10	1.03172e+08
# ========
# Ratio-margin	30 percent
city_year	p0	p1	p2	p3	
c0_t0	1.67615e+08	1.0423e+08	1.3359e+10	2.99012e+08
c0_t1	1.45648e+08	1.16885e+08	1.48062e+10	3.43449e+08
c1_t0	1.6947e+08	1.35265e+08	1.60815e+10	1.70339e+08
c1_t1	1.725e+08	1.92432e+08	1.89954e+10	1.35538e+08
c2_t0	5.78215e+07	5.46506e+07	6.98449e+09	1.50576e+08
c2_t1	4.6939e+07	6.38795e+07	7.76853e+09	9.1877e+07
c3_t0	1.04613e+08	9.34316e+07	1.41582e+10	4.90105e+08
c3_t1	1.18327e+08	9.56852e+07	1.35992e+10	4.66592e+08
c4_t0	4.61735e+07	1.04551e+08	7.83324e+09	9.29889e+07
c4_t1	4.77454e+07	9.62536e+07	8.78113e+09	5.67709e+07
c5_t0	8.22395e+07	8.73435e+07	9.84425e+09	5.03208e+07
c5_t1	6.008e+07	8.73811e+07	1.17653e+10	1.03222e+08
c6_t0	1.48676e+08	1.11448e+08	1.7696e+10	1.64267e+08
c6_t1	1.59867e+08	1.03172e+08	2.02683e+10	1.03172e+08
# ========
# Ratio-margin	31 percent
city_year	p0	p1	p2	p3	
c0_t0	1.69308e+08	1.0423e+08	1.32559e+10	2.96729e+08
c0_t1	1.45648e+08	1.16885e+08	1.46932e+10	3.40827e+08
c1_t0	1.72894e+08	1.35265e+08	1.60781e+10	1.70339e+08
c1_t1	1.725e+08	1.92432e+08	1.89715e+10	1.59494e+08
c2_t0	5.84056e+07	5.46506e+07	6.98391e+09	1.50576e+08
c2_t1	4.74084e+07	6.38795e+07	7.76876e+09	9.11756e+07
c3_t0	1.0567e+08	9.34316e+07	1.4049e+10	4.86364e+08
c3_t1	1.18327e+08	9.56852e+07	1.35992e+10	4.66592e+08
c4_t0	4.66399e+07	1.04551e+08	7.77278e+09	9.2279e+07
c4_t1	4.77454e+07	9.62536e+07	8.78156e+09	5.63375e+07
c5_t0	8.22477e+07	8.73435e+07	9.84424e+09	5.03208e+07
c5_t1	6.008e+07	8.73811e+07	1.17661e+10	1.02434e+08
c6_t0	1.50178e+08	1.11448e+08	1.76945e+10	1.64267e+08
c6_t1	1.59867e+08	1.03172e+08	2.02683e+10	1.03172e+08
# ========
# Ratio-margin	32 percent
city_year	p0	p1	p2	p3	
c0_t0	1.65955e+08	1.0423e+08	1.31577e+10	2.94481e+08
c0_t1	1.45648e+08	1.16885e+08	1.45819e+10	3.38245e+08
c1_t0	1.6947e+08	1.35265e+08	1.60815e+10	1.70339e+08
c1_t1	1.70793e+08	1.92432e+08	1.89992e+10	1.33485e+08
c2_t0	5.7249e+07	5.46506e+07	6.98507e+09	1.50576e+08
c2_t1	4.6939e+07	6.38795e+07	7.76992e+09	9.04849e+07
c3_t0	1.03577e+08	9.34316e+07	1.39449e+10	4.8268e+08
c3_t1	1.18327e+08	9.56852e+07	1.35992e+10	4.66592e+08
c4_t0	4.57163e+07	1.04551e+08	7.73012e+09	9.158e+07
c4_t1	4.77454e+07	9.62536e+07	8.78199e+09	5.59107e+07
c5_t0	8.14253e+07	8.73435e+07	9.84507e+09	5.03208e+07
c5_t1	6.008e+07	8.73811e+07	1.17669e+10	1.01658e+08
c6_t0	1.47204e+08	1.11448e+08	1.76974e+10	1.64267e+08
c6_t1	1.59867e+08	1.03172e+08	2.02683e+10	1.03172e+08
# ========
# Ratio-margin	33 percent
city_year	p0	p1	p2	p3	
c0_t0	1.65955e+08	1.0423e+08	1.30588e+10	2.92267e+08
c0_t1	1.45648e+08	1.16885e+08	1.44722e+10	3.35702e+08
c1_t0	1.6947e+08	1.35265e+08	1.60815e+10	1.70339e+08
c1_t1	1.725e+08	1.92432e+08	1.89985e+10	1.32481e+08
c2_t0	5.7249e+07	5.46506e+07	6.98507e+09	1.50576e+08
c2_t1	4.6939e+07	6.38795e+07	7.75229e+09	1.08116e+08
c3_t0	1.03577e+08	9.34316e+07	1.384e+10	4.7905e+08
c3_t1	1.18327e+08	9.56852e+07	1.35992e+10	4.66592e+08
c4_t0	4.57163e+07	1.05596e+08	7.72976e+09	9.08914e+07
c4_t1	4.77454e+07	9.72162e+07	8.78145e+09	5.54904e+07
c5_t0	8.14253e+07	8.73435e+07	9.84507e+09	5.03208e+07
c5_t1	6.008e+07	8.73811e+07	1.17677e+10	1.00894e+08
c6_t0	1.47204e+08	1.11448e+08	1.76974e+10	1.64267e+08
c6_t1	1.59867e+08	1.03172e+08	2.02683e+10	1.03172e+08
# ========
# Ratio-margin	34 percent
city_year	p0	p1	p2	p3	
c0_t0	1.65955e+08	1.0423e+08	1.29613e+10	2.90086e+08
c0_t1	1.45648e+08	1.16885e+08	1.43642e+10	3.33197e+08
c1_t0	1.6947e+08	1.35265e+08	1.60815e+10	1.70339e+08
c1_t1	1.70793e+08	1.92432e+08	1.89732e+10	1.59494e+08
c2_t0	5.7249e+07	5.46506e+07	6.98507e+09	1.50576e+08
c2_t1	4.6939e+07	6.38795e+07	7.75229e+09	1.08116e+08
c3_t0	1.03577e+08	9.34316e+07	1.37367e+10	4.75475e+08
c3_t1	1.18327e+08	9.56852e+07	1.35992e+10	4.66592e+08
c4_t0	4.57163e+07	1.05596e+08	7.73044e+09	9.02131e+07
c4_t1	4.77454e+07	9.72162e+07	8.78186e+09	5.50762e+07
c5_t0	8.14253e+07	8.73435e+07	9.84507e+09	5.03208e+07
c5_t1	6.008e+07	8.73811e+07	1.17684e+10	1.00141e+08
c6_t0	1.47204e+08	1.11448e+08	1.76974e+10	1.64267e+08
c6_t1	1.59867e+08	1.03172e+08	2.02683e+10	1.03172e+08
# ========
# Ratio-margin	35 percent
city_year	p0	p1	p2	p3	
c0_t0	1.65955e+08	1.0423e+08	1.28653e+10	2.87937e+08
c0_t1	1.45648e+08	1.16885e+08	1.42578e+10	3.30729e+08
c1_t0	1.6947e+08	1.35265e+08	1.60815e+10	1.70339e+08
c1_t1	1.725e+08	1.92432e+08	1.90004e+10	1.30518e+08
c2_t0	5.7249e+07	5.46506e+07	6.98507e+09	1.50576e+08
c2_t1	4.6939e+07	6.38795e+07	7.75229e+09	1.08116e+08
c3_t0	1.03577e+08	9.34316e+07	1.3635e+10	4.71953e+08
c3_t1	1.18327e+08	9.56852e+07	1.37201e+10	3.45624e+08
c4_t0	4.57163e+07	1.04551e+08	7.73216e+09	8.95448e+07
c4_t1	4.77454e+07	9.62536e+07	8.78323e+09	5.46683e+07
c5_t0	8.14253e+07	8.73435e+07	9.84507e+09	5.03208e+07
c5_t1	6.008e+07	8.73811e+07	1.17691e+10	9.93991e+07
c6_t0	1.47204e+08	1.11448e+08	1.76974e+10	1.64267e+08
c6_t1	1.59867e+08	1.03172e+08	2.02683e+10	1.03172e+08
# ========
# Ratio-margin	36 percent
city_year	p0	p1	p2	p3	
c0_t0	1.65955e+08	1.0423e+08	1.27707e+10	2.8582e+08
c0_t1	1.45648e+08	1.16885e+08	1.41442e+10	3.68475e+08
c1_t0	1.6947e+08	1.35265e+08	1.60815e+10	1.70339e+08
c1_t1	1.70793e+08	1.92432e+08	1.9001e+10	1.31628e+08
c2_t0	5.7249e+07	5.46506e+07	7.02492e+09	1.10718e+08
c2_t1	4.6939e+07	6.38795e+07	7.73906e+09	1.21348e+08
c3_t0	1.03577e+08	9.34316e+07	1.35347e+10	4.68483e+08
c3_t1	1.18327e+08	9.56852e+07	1.35421e+10	5.23696e+08
c4_t0	4.57163e+07	1.04551e+08	7.73281e+09	8.88864e+07
c4_t1	4.77454e+07	9.62536e+07	8.77699e+09	6.09077e+07
c5_t0	8.14253e+07	8.73435e+07	9.84507e+09	5.03208e+07
c5_t1	6.008e+07	8.73811e+07	1.17683e+10	1.00244e+08
c6_t0	1.47204e+08	1.11448e+08	1.76974e+10	1.64267e+08
c6_t1	1.59867e+08	1.03172e+08	2.02557e+10	1.15799e+08
# ========
# Ratio-margin	37 percent
city_year	p0	p1	p2	p3	
c0_t0	1.65955e+08	1.0423e+08	1.26775e+10	2.83734e+08
c0_t1	1.45648e+08	1.16885e+08	1.40955e+10	4.17143e+08
c1_t0	1.6947e+08	1.35265e+08	1.61275e+10	1.24335e+08
c1_t1	1.725e+08	1.92432e+08	1.89819e+10	1.49013e+08
c2_t0	5.7249e+07	5.51971e+07	6.98452e+09	1.50576e+08
c2_t1	4.6939e+07	6.45183e+07	7.72138e+09	1.38385e+08
c3_t0	1.03577e+08	9.34316e+07	1.34359e+10	4.65064e+08
c3_t1	1.18327e+08	9.56852e+07	1.34685e+10	5.97224e+08
c4_t0	4.61735e+07	1.05596e+08	7.69931e+09	1.20886e+08
c4_t1	4.77454e+07	9.62536e+07	8.74344e+09	9.44645e+07
c5_t0	8.14253e+07	8.73435e+07	9.84507e+09	5.03208e+07
c5_t1	6.008e+07	8.73811e+07	1.17551e+10	1.13484e+08
c6_t0	1.47204e+08	1.11448e+08	1.76974e+10	1.64267e+08
c6_t1	1.59867e+08	1.03172e+08	2.02683e+10	1.03172e+08
# ========
# Ratio-margin	39 percent
city_year	p0	p1	p2	p3	
c0_t0	6.03292e+08	1.0423e+08	1.22212e+10	2.85119e+08
c0_t1	5.18986e+08	1.16885e+08	1.35462e+10	5.93104e+08
c1_t0	6.1607e+08	1.35265e+08	1.56349e+10	1.70339e+08
c1_t1	6.14668e+08	1.92432e+08	1.8481e+10	2.07807e+08
c2_t0	2.08115e+08	5.46506e+07	6.8342e+09	1.50576e+08
c2_t1	1.6893e+08	6.38795e+07	7.54261e+09	1.95803e+08
c3_t0	3.7653e+08	9.34316e+07	1.29523e+10	4.58372e+08
c3_t1	4.2585e+08	9.56852e+07	1.31503e+10	6.0793e+08
c4_t0	1.66191e+08	1.05596e+08	7.5793e+09	1.20886e+08
c4_t1	1.7013e+08	9.72162e+07	8.58089e+09	1.3366e+08
c5_t0	2.93072e+08	8.73435e+07	9.63342e+09	5.03208e+07
c5_t1	2.11963e+08	8.73811e+07	1.15584e+10	1.5826e+08
c6_t0	5.35126e+08	1.11448e+08	1.73095e+10	1.64267e+08
c6_t1	5.69652e+08	1.03172e+08	1.98272e+10	1.34425e+08
# ========
# Ratio-margin	40 percent
city_year	p0	p1	p2	p3	
c0_t0	7.77312e+08	1.05272e+08	1.20249e+10	3.06336e+08
c0_t1	6.82197e+08	1.18054e+08	1.33271e+10	6.4786e+08
c1_t0	7.93777e+08	1.35265e+08	1.54572e+10	1.70339e+08
c1_t1	8.07969e+08	1.92432e+08	1.82018e+10	2.93666e+08
c2_t0	2.68147e+08	5.51971e+07	6.77362e+09	1.50576e+08
c2_t1	2.19856e+08	6.38795e+07	7.48842e+09	1.99067e+08
c3_t0	4.85141e+08	9.43659e+07	1.27443e+10	4.55098e+08
c3_t1	5.54229e+08	9.56852e+07	1.30162e+10	6.13648e+08
c4_t0	2.14129e+08	1.06652e+08	7.5303e+09	1.20886e+08
c4_t1	2.23633e+08	9.72162e+07	8.56399e+09	9.70623e+07
c5_t0	3.81385e+08	8.90991e+07	9.54335e+09	5.03208e+07
c5_t1	2.78621e+08	8.73811e+07	1.14903e+10	1.59748e+08
c6_t0	6.89483e+08	1.12562e+08	1.7154e+10	1.64267e+08
c6_t1	7.48797e+08	1.03172e+08	1.96468e+10	1.35689e+08
# ========
# Ratio-margin	41 percent
city_year	p0	p1	p2	p3	
c0_t0	9.62671e+08	1.0423e+08	1.1826e+10	3.20963e+08
c0_t1	8.28144e+08	1.16885e+08	1.31399e+10	6.90301e+08
c1_t0	9.83062e+08	1.35265e+08	1.52679e+10	1.70339e+08
c1_t1	9.80824e+08	1.92432e+08	1.81477e+10	1.74887e+08
c2_t0	3.32089e+08	5.46506e+07	6.71023e+09	1.50576e+08
c2_t1	2.6956e+08	6.38795e+07	7.47063e+09	1.67156e+08
c3_t0	6.00828e+08	9.34316e+07	1.25335e+10	4.5187e+08
c3_t1	6.72799e+08	9.56852e+07	1.28917e+10	6.19623e+08
c4_t0	2.65191e+08	1.04551e+08	7.51649e+09	8.57344e+07
c4_t1	2.71476e+08	9.62536e+07	8.53325e+09	8.0925e+07
c5_t0	4.67654e+08	8.73435e+07	9.45884e+09	5.03208e+07
c5_t1	3.38228e+08	8.73811e+07	1.14572e+10	1.33189e+08
c6_t0	8.53898e+08	1.11448e+08	1.69907e+10	1.64267e+08
c6_t1	9.08992e+08	1.03172e+08	1.95092e+10	1.1313e+08
# ========
# Ratio-margin	42 percent
city_year	p0	p1	p2	p3	
c0_t0	1.10801e+09	1.0423e+08	1.16536e+10	3.48003e+08
c0_t1	9.7243e+08	1.16885e+08	1.29245e+10	7.61359e+08
c1_t0	1.13148e+09	1.35265e+08	1.51195e+10	1.70339e+08
c1_t1	1.15171e+09	1.92432e+08	1.79378e+10	2.13939e+08
c2_t0	3.82227e+08	5.46506e+07	6.66009e+09	1.50576e+08
c2_t1	3.13392e+08	6.38795e+07	7.38802e+09	2.05931e+08
c3_t0	6.91539e+08	9.34316e+07	1.23508e+10	4.48688e+08
c3_t1	7.9002e+08	9.56852e+07	1.27682e+10	6.25867e+08
c4_t0	3.05228e+08	1.04551e+08	7.47706e+09	8.51307e+07
c4_t1	3.18775e+08	9.62536e+07	8.46788e+09	9.89951e+07
c5_t0	5.43641e+08	8.73435e+07	9.38285e+09	5.03208e+07
c5_t1	4.01129e+08	8.73811e+07	1.13646e+10	1.62929e+08
c6_t0	9.82817e+08	1.11448e+08	1.68618e+10	1.64267e+08
c6_t1	1.06736e+09	1.03172e+08	1.93256e+10	1.38391e+08
# ========
# Ratio-margin	43 percent
city_year	p0	p1	p2	p3	
c0_t0	1.27139e+09	1.0423e+08	1.14726e+10	3.65573e+08
c0_t1	1.11582e+09	1.16885e+08	1.27287e+10	8.13831e+08
c1_t0	1.29832e+09	1.35265e+08	1.49527e+10	1.70339e+08
c1_t1	1.32153e+09	1.92432e+08	1.77657e+10	2.1617e+08
c2_t0	4.38588e+08	5.46506e+07	6.60373e+09	1.50576e+08
c2_t1	3.59602e+08	6.38795e+07	7.3382e+09	2.09544e+08
c3_t0	7.93509e+08	9.34316e+07	1.2159e+10	4.4555e+08
c3_t1	9.06511e+08	9.56852e+07	1.26452e+10	6.32394e+08
c4_t0	3.50235e+08	1.04551e+08	7.43265e+09	8.45353e+07
c4_t1	3.6578e+08	9.62536e+07	8.41984e+09	1.00027e+08
c5_t0	6.23803e+08	8.82169e+07	9.30181e+09	5.03208e+07
c5_t1	4.55719e+08	8.73811e+07	1.12375e+10	2.35419e+08
c6_t0	1.12774e+09	1.11448e+08	1.67169e+10	1.64267e+08
c6_t1	1.22475e+09	1.03172e+08	1.91667e+10	1.39834e+08
# ========
# Ratio-margin	44 percent
city_year	p0	p1	p2	p3	
c0_t0	1.43104e+09	1.06335e+08	1.12949e+10	3.81534e+08
c0_t1	1.25593e+09	1.16885e+08	1.25378e+10	8.6453e+08
c1_t0	1.46135e+09	1.37998e+08	1.47869e+10	1.70339e+08
c1_t1	1.48748e+09	1.92432e+08	1.75975e+10	2.18502e+08
c2_t0	4.93662e+08	5.63122e+07	6.54699e+09	1.50576e+08
c2_t1	4.04758e+08	6.45183e+07	7.28866e+09	2.13286e+08
c3_t0	8.93151e+08	9.53191e+07	1.19706e+10	4.42456e+08
c3_t1	1.02034e+09	9.56852e+07	1.25245e+10	6.39216e+08
c4_t0	3.94215e+08	1.06663e+08	7.38714e+09	8.39483e+07
c4_t1	4.11711e+08	9.62536e+07	8.37283e+09	1.01107e+08
c5_t0	7.02135e+08	8.99991e+07	9.2217e+09	5.03208e+07
c5_t1	5.18074e+08	8.82549e+07	1.12056e+10	2.04066e+08
c6_t0	1.26935e+09	1.13699e+08	1.6573e+10	1.64267e+08
c6_t1	1.37854e+09	1.03172e+08	1.90114e+10	1.41343e+08
# ========
# Ratio-margin	45 percent
city_year	p0	p1	p2	p3	
c0_t0	1.60798e+09	1.06335e+08	1.11108e+10	3.88715e+08
c0_t1	1.41122e+09	1.16885e+08	1.23503e+10	8.96816e+08
c1_t0	1.64204e+09	1.36632e+08	1.46076e+10	1.70339e+08
c1_t1	1.6714e+09	1.92432e+08	1.74111e+10	2.2094e+08
c2_t0	5.54701e+08	5.63122e+07	6.48595e+09	1.50576e+08
c2_t1	4.54804e+08	6.45183e+07	7.23474e+09	2.17164e+08
c3_t0	1.00359e+09	9.53191e+07	1.17755e+10	4.39405e+08
c3_t1	1.1465e+09	9.56852e+07	1.23912e+10	6.4635e+08
c4_t0	4.42957e+08	1.07729e+08	7.33791e+09	8.33693e+07
c4_t1	4.62617e+08	9.72162e+07	8.31983e+09	1.02235e+08
c5_t0	7.88951e+08	8.99991e+07	9.13488e+09	5.03208e+07
c5_t1	5.82131e+08	8.82549e+07	1.11146e+10	2.31001e+08
c6_t0	1.4263e+09	1.13699e+08	1.64161e+10	1.64267e+08
c6_t1	1.549e+09	1.03172e+08	1.88394e+10	1.4292e+08
# ========
# Ratio-margin	46 percent
city_year	p0	p1	p2	p3	
c0_t0	1.79793e+09	1.0423e+08	1.0923e+10	3.88715e+08
c0_t1	1.57793e+09	1.16885e+08	1.21705e+10	9.09899e+08
c1_t0	1.83601e+09	1.35265e+08	1.4415e+10	1.70339e+08
c1_t1	1.86884e+09	1.92432e+08	1.72111e+10	2.2349e+08
c2_t0	6.26428e+08	5.46506e+07	6.41589e+09	1.50576e+08
c2_t1	5.13615e+08	6.38795e+07	7.17255e+09	2.21185e+08
c3_t0	1.12214e+09	9.34316e+07	1.15764e+10	4.36395e+08
c3_t1	1.28194e+09	9.56852e+07	1.22483e+10	6.5381e+08
c4_t0	4.95283e+08	1.04551e+08	7.28934e+09	8.27983e+07
c4_t1	5.17265e+08	9.62536e+07	8.26497e+09	1.03415e+08
c5_t0	8.82148e+08	8.82169e+07	9.04347e+09	5.03208e+07
c5_t1	6.50897e+08	8.82549e+07	1.10284e+10	2.48498e+08
c6_t0	1.59478e+09	1.11448e+08	1.62499e+10	1.64267e+08
c6_t1	1.73197e+09	1.03172e+08	1.86548e+10	1.4457e+08
# ========
# Ratio-margin	47 percent
city_year	p0	p1	p2	p3	
c0_t0	1.95411e+09	1.06335e+08	1.07647e+10	3.88715e+08
c0_t1	1.70016e+09	1.18054e+08	1.20263e+10	9.30659e+08
c1_t0	1.97824e+09	1.36632e+08	1.42714e+10	1.70339e+08
c1_t1	2.01361e+09	1.94357e+08	1.70618e+10	2.26158e+08
c2_t0	6.74955e+08	5.63122e+07	6.3657e+09	1.50576e+08
c2_t1	5.53402e+08	6.51635e+07	7.1273e+09	2.25359e+08
c3_t0	1.20906e+09	9.53191e+07	1.14087e+10	4.33427e+08
c3_t1	1.38124e+09	9.6642e+07	1.21403e+10	6.61615e+08
c4_t0	5.38987e+08	1.07729e+08	7.24302e+09	8.22351e+07
c4_t1	5.57336e+08	9.72162e+07	8.2227e+09	1.04649e+08
c5_t0	9.50484e+08	8.99991e+07	8.97335e+09	5.03208e+07
c5_t1	7.01319e+08	8.91374e+07	1.09724e+10	2.53186e+08
c6_t0	1.71832e+09	1.13699e+08	1.61241e+10	1.64267e+08
c6_t1	1.86614e+09	1.03172e+08	1.85189e+10	1.46296e+08
# ========
# Ratio-margin	48 percent
city_year	p0	p1	p2	p3	
c0_t0	2.15562e+09	1.05272e+08	1.05642e+10	3.88715e+08
c0_t1	1.89185e+09	1.16885e+08	1.18546e+10	9.1182e+08
c1_t0	2.20128e+09	1.36618e+08	1.40483e+10	1.70339e+08
c1_t1	2.24064e+09	1.92432e+08	1.68339e+10	2.2895e+08
c2_t0	7.43617e+08	5.51971e+07	6.29815e+09	1.50576e+08
c2_t1	6.09699e+08	6.45183e+07	7.06732e+09	2.29692e+08
c3_t0	1.34538e+09	9.43659e+07	1.11962e+10	4.30498e+08
c3_t1	1.53697e+09	9.56852e+07	1.19773e+10	6.69782e+08
c4_t0	5.99755e+08	1.05596e+08	7.18494e+09	8.16794e+07
c4_t1	6.20173e+08	9.72162e+07	8.15857e+09	1.05941e+08
c5_t0	1.05765e+09	8.90991e+07	8.86709e+09	5.03208e+07
c5_t1	7.8039e+08	8.82549e+07	1.08893e+10	2.58055e+08
c6_t0	1.91206e+09	1.12562e+08	1.59315e+10	1.64267e+08
c6_t1	2.07654e+09	1.03172e+08	1.83067e+10	1.48101e+08
# ========
# Ratio-margin	49 percent
city_year	p0	p1	p2	p3	
c0_t0	2.37998e+09	1.06335e+08	1.03615e+10	3.66022e+08
c0_t1	2.04739e+09	1.16885e+08	1.17002e+10	9.10692e+08
c1_t0	2.43039e+09	1.37998e+08	1.38179e+10	1.70339e+08
c1_t1	2.42486e+09	1.92432e+08	1.66467e+10	2.31872e+08
c2_t0	8.21012e+08	5.63122e+07	6.21964e+09	1.50576e+08
c2_t1	6.66424e+08	6.45183e+07	7.00609e+09	2.34196e+08
c3_t0	1.48541e+09	9.53191e+07	1.09814e+10	4.27609e+08
c3_t1	1.66334e+09	9.56852e+07	1.18424e+10	6.78331e+08
c4_t0	6.55621e+08	1.06663e+08	7.0888e+09	1.20886e+08
c4_t1	6.71161e+08	9.62536e+07	8.10719e+09	1.07293e+08
c5_t0	1.16773e+09	8.9108e+07	8.757e+09	5.03208e+07
c5_t1	8.44551e+08	8.82549e+07	1.08201e+10	2.63115e+08
c6_t0	2.11106e+09	1.13699e+08	1.57313e+10	1.64267e+08
c6_t1	2.24727e+09	1.03172e+08	1.81341e+10	1.49992e+08
# ========
# Ratio-margin	50 percent
city_year	p0	p1	p2	p3	
c0_t0	2.49126e+09	1.05272e+08	1.02286e+10	3.88715e+08
c0_t1	2.18642e+09	1.18054e+08	1.15646e+10	9.06157e+08
c1_t0	2.54403e+09	1.36618e+08	1.37056e+10	1.70339e+08
c1_t1	2.58952e+09	1.94357e+08	1.64771e+10	2.34933e+08
c2_t0	8.59403e+08	5.51971e+07	6.18237e+09	1.50576e+08
c2_t1	7.04632e+08	6.45183e+07	6.9632e+09	2.3888e+08
c3_t0	1.55486e+09	9.43659e+07	1.08405e+10	4.24758e+08
c3_t1	1.77629e+09	9.6642e+07	1.17196e+10	6.87285e+08
c4_t0	6.86278e+08	1.05596e+08	7.05921e+09	1.20886e+08
c4_t1	7.16737e+08	9.72162e+07	8.05924e+09	1.0871e+08
c5_t0	1.21023e+09	8.82169e+07	8.71539e+09	5.03208e+07
c5_t1	8.92971e+08	8.82549e+07	1.07664e+10	2.68377e+08
c6_t0	2.20977e+09	1.12562e+08	1.56337e+10	1.64267e+08
c6_t1	2.39987e+09	1.03172e+08	1.79795e+10	1.51972e+08
# ========
# Ratio-margin	51 percent
city_year	p0	p1	p2	p3	
c0_t0	2.96197e+09	1.0423e+08	9.89021e+09	2.57427e+08
c0_t1	2.59952e+09	1.16885e+08	1.14656e+10	5.93145e+08
c1_t0	3.0247e+09	1.35265e+08	1.32263e+10	1.70339e+08
c1_t1	3.07878e+09	1.92432e+08	1.60652e+10	1.59494e+08
c2_t0	1.02178e+09	5.46506e+07	6.02054e+09	1.50576e+08
c2_t1	8.37766e+08	6.38795e+07	6.90633e+09	1.63255e+08
c3_t0	1.84864e+09	9.34316e+07	1.04819e+10	4.21945e+08
c3_t1	2.1119e+09	9.56852e+07	1.13755e+10	6.96667e+08
c4_t0	8.15944e+08	1.04551e+08	6.93059e+09	1.20886e+08
c4_t1	8.52158e+08	9.62536e+07	7.95969e+09	7.38022e+07
c5_t0	1.43889e+09	8.73435e+07	8.4876e+09	5.03208e+07
c5_t1	1.06169e+09	8.73811e+07	1.07455e+10	1.21466e+08
c6_t0	2.62729e+09	1.11448e+08	1.52173e+10	1.64267e+08
c6_t1	2.85331e+09	1.03172e+08	1.75748e+10	1.03172e+08
# ========
# Ratio-margin	52 percent
city_year	p0	p1	p2	p3	
c0_t0	3.1182e+09	1.0423e+08	9.73567e+09	2.55734e+08
c0_t1	2.73665e+09	1.16885e+08	1.14769e+10	4.44772e+08
c1_t0	3.18425e+09	1.35265e+08	1.30667e+10	1.70339e+08
c1_t1	3.24118e+09	1.92432e+08	1.59034e+10	1.58883e+08
c2_t0	1.07568e+09	5.46506e+07	5.96664e+09	1.50576e+08
c2_t1	8.81957e+08	6.38795e+07	6.91769e+09	1.07701e+08
c3_t0	1.94615e+09	9.34316e+07	1.03181e+10	4.19169e+08
c3_t1	2.2233e+09	9.56852e+07	1.12543e+10	7.06502e+08
c4_t0	8.58984e+08	1.04551e+08	6.88755e+09	1.20886e+08
c4_t1	8.97108e+08	9.62536e+07	7.91502e+09	7.35193e+07
c5_t0	1.51479e+09	8.73435e+07	8.4117e+09	5.03208e+07
c5_t1	1.11769e+09	8.73811e+07	1.0627e+10	1.83921e+08
