# ========
# Ratio-margin	01 percent
city_year	p0	p1	p2	p3	
c3_t0	3.09123e+09	9.34316e+07	7.36527e+09	1.71126e+09
c3_t1	3.49648e+09	9.56852e+07	7.34073e+09	3.34688e+09
c4_t0	1.36439e+09	1.04551e+08	6.17835e+09	3.24681e+08
c4_t1	1.41084e+09	9.62536e+07	7.08718e+09	3.87633e+08
c5_t0	2.40605e+09	8.82169e+07	7.43473e+09	1.35154e+08
c5_t1	1.77532e+09	8.82549e+07	8.99769e+09	1.15474e+09
c6_t0	4.39326e+09	1.11448e+08	1.28171e+10	7.98569e+08
c6_t1	4.72395e+09	1.03172e+08	1.52655e+10	5.41895e+08
# ========
# Ratio-margin	82 percent
city_year	p0	p1	p2	p3	
c0_t0	5.07328e+09	1.05272e+08	7.53928e+09	4.96e+08
c0_t1	4.36432e+09	1.18054e+08	7.92844e+09	2.36438e+09
c1_t0	5.07866e+09	1.36618e+08	1.09457e+10	3.95581e+08
c1_t1	5.16894e+09	1.94357e+08	1.3288e+10	8.44611e+08
c2_t0	1.75011e+09	5.57491e+07	5.24955e+09	1.92135e+08
c2_t1	1.42058e+09	6.51635e+07	5.91295e+09	5.72534e+08
c3_t0	3.13502e+09	9.43659e+07	7.55217e+09	1.47964e+09
c3_t1	3.58111e+09	9.6642e+07	8.13115e+09	2.47087e+09
c4_t0	1.39755e+09	1.06652e+08	6.27793e+09	1.89832e+08
c4_t1	1.44499e+09	9.81883e+07	6.72743e+09	7.113e+08
c5_t0	2.44014e+09	8.90991e+07	7.4559e+09	7.9021e+07
c5_t1	1.80029e+09	8.91374e+07	8.9559e+09	1.17068e+09
c6_t0	4.41138e+09	1.12562e+08	1.32149e+10	3.81481e+08
c6_t1	4.79039e+09	1.03172e+08	1.51946e+10	5.46356e+08
# ========
# Ratio-margin	83 percent
city_year	p0	p1	p2	p3	
c0_t0	5.32638e+09	1.0423e+08	6.69999e+09	1.08324e+09
c0_t1	4.67462e+09	1.16885e+08	8.65745e+09	1.32624e+09
c1_t0	5.33203e+09	1.33926e+08	1.0222e+10	8.68672e+08
c1_t1	5.42736e+09	1.90527e+08	1.3387e+10	4.91017e+08
c2_t0	1.81923e+09	5.51971e+07	4.60522e+09	7.67889e+08
c2_t1	1.49161e+09	6.45183e+07	6.08226e+09	3.32844e+08
c3_t0	3.29142e+09	9.34316e+07	7.10082e+09	1.77551e+09
c3_t1	3.76015e+09	9.56852e+07	9.639e+09	7.84944e+08
c4_t0	1.46728e+09	1.05596e+08	5.78262e+09	6.16477e+08
c4_t1	1.5324e+09	9.72162e+07	7.12508e+09	2.27207e+08
c5_t0	2.58749e+09	8.82169e+07	7.24822e+09	1.40229e+08
c5_t1	1.89029e+09	8.82549e+07	9.83312e+09	2.04341e+08
c6_t0	4.67777e+09	1.11448e+08	1.24934e+10	8.3771e+08
c6_t1	5.08018e+09	1.03172e+08	1.51335e+10	3.17626e+08
# ========
# Ratio-margin	84 percent
city_year	p0	p1	p2	p3	
c0_t0	3.69168e+09	3.43551e+09	5.86849e+09	2.18154e+08
c0_t1	3.17579e+09	3.77635e+09	7.03661e+09	7.86443e+08
c1_t0	3.76987e+09	4.41433e+09	8.19648e+09	1.75899e+08
c1_t1	3.76129e+09	6.1556e+09	9.42631e+09	1.52682e+08
c2_t0	1.2735e+09	1.80134e+09	4.01721e+09	1.55491e+08
c2_t1	1.03372e+09	2.08448e+09	4.74953e+09	1.03498e+08
c3_t0	2.30407e+09	3.0796e+09	6.21958e+09	6.57935e+08
c3_t1	2.58007e+09	3.12234e+09	8.1307e+09	4.46665e+08
c4_t0	1.01696e+09	3.4461e+09	3.44107e+09	6.78432e+07
c4_t1	1.05148e+09	3.14089e+09	4.65954e+09	1.29996e+08
c5_t0	1.79337e+09	2.90772e+09	5.31274e+09	5.03208e+07
c5_t1	1.31002e+09	2.85137e+09	7.64067e+09	2.13952e+08
c6_t0	3.27455e+09	3.67343e+09	1.10027e+10	1.69629e+08
c6_t1	3.48583e+09	3.33333e+09	1.36336e+10	1.8173e+08
# ========
# Ratio-margin	85 percent
city_year	p0	p1	p2	p3	
c0_t0	5.46598e+09	1.0423e+08	6.51222e+09	1.13141e+09
c0_t1	4.79713e+09	1.16885e+08	8.34238e+09	1.51879e+09
c1_t0	5.58175e+09	1.35265e+08	9.92234e+09	9.17221e+08
c1_t1	5.68155e+09	1.92432e+08	1.3109e+10	5.12855e+08
c2_t0	1.88558e+09	5.46506e+07	4.86904e+09	4.38273e+08
c2_t1	1.546e+09	6.38795e+07	6.03056e+09	3.30779e+08
c3_t0	3.41146e+09	9.34316e+07	6.90182e+09	1.85448e+09
c3_t1	3.89728e+09	9.56852e+07	7.64587e+09	2.64094e+09
c4_t0	1.50573e+09	1.05596e+08	6.00878e+09	3.51855e+08
c4_t1	1.57256e+09	9.62536e+07	7.08729e+09	2.25797e+08
c5_t0	2.65531e+09	8.73435e+07	7.05054e+09	2.70962e+08
c5_t1	1.95923e+09	8.73811e+07	9.57882e+09	3.90575e+08
c6_t0	4.84837e+09	1.11448e+08	1.2276e+10	8.84528e+08
c6_t1	5.26545e+09	1.03172e+08	1.49341e+10	3.31752e+08
# ========
# Ratio-margin	86 percent
city_year	p0	p1	p2	p3	
c0_t0	5.44304e+09	1.05272e+08	6.493e+09	1.17252e+09
c0_t1	4.68241e+09	1.16885e+08	8.27482e+09	1.70109e+09
c1_t0	5.44881e+09	1.35265e+08	1.04587e+10	5.13809e+08
c1_t1	5.4364e+09	1.92432e+08	1.35403e+10	3.26703e+08
c2_t0	1.85908e+09	5.57491e+07	4.87852e+09	4.54197e+08
c2_t1	1.50903e+09	6.45183e+07	6.17622e+09	2.21461e+08
c3_t0	3.36351e+09	9.43659e+07	6.88145e+09	1.92186e+09
c3_t1	3.80408e+09	9.6642e+07	9.4233e+09	9.55753e+08
c4_t0	1.48457e+09	1.06652e+08	6.01611e+09	3.64639e+08
c4_t1	1.51976e+09	9.72162e+07	7.21375e+09	1.51174e+08
c5_t0	2.64416e+09	8.82169e+07	7.17999e+09	1.51787e+08
c5_t1	1.91238e+09	8.82549e+07	9.5526e+09	4.62782e+08
c6_t0	4.78022e+09	1.12562e+08	1.23059e+10	9.21621e+08
c6_t1	5.08865e+09	1.03172e+08	1.50496e+10	3.93083e+08
# ========
# Ratio-margin	87 percent
city_year	p0	p1	p2	p3	
c0_t0	5.40731e+09	1.05272e+08	7.06147e+09	6.39781e+08
c0_t1	4.65214e+09	1.16885e+08	7.54461e+09	2.46156e+09
c1_t0	5.41305e+09	1.33926e+08	1.07292e+10	2.80358e+08
c1_t1	5.50983e+09	1.90527e+08	1.21512e+10	1.64434e+09
c2_t0	1.84687e+09	5.46506e+07	5.21349e+09	1.3253e+08
c2_t1	1.49928e+09	6.38795e+07	5.812e+09	5.96066e+08
c3_t0	3.34143e+09	9.34316e+07	8.26554e+09	5.60778e+08
c3_t1	3.77949e+09	9.56852e+07	6.9147e+09	3.4899e+09
c4_t0	1.47483e+09	1.04551e+08	6.28619e+09	1.06398e+08
c4_t1	1.52503e+09	9.62536e+07	6.95373e+09	4.06887e+08
c5_t0	2.62681e+09	8.82169e+07	7.28808e+09	6.10487e+07
c5_t1	1.91901e+09	8.82549e+07	8.75646e+09	1.25228e+09
c6_t0	4.74885e+09	1.11448e+08	1.29897e+10	2.70365e+08
c6_t1	5.10631e+09	1.03172e+08	1.48562e+10	5.68812e+08
# ========
# Ratio-margin	88 percent
city_year	p0	p1	p2	p3	
c0_t0	1.67615e+08	1.05272e+08	1.00231e+10	2.91788e+09
c0_t1	1.47105e+08	1.18054e+08	1.20157e+10	2.49435e+09
c1_t0	1.6947e+08	1.35265e+08	1.55717e+10	6.80129e+08
c1_t1	1.725e+08	1.92432e+08	1.82399e+10	8.91039e+08
c2_t0	5.7249e+07	5.51971e+07	6.53388e+09	6.01221e+08
c2_t1	4.6939e+07	6.38795e+07	7.2564e+09	6.04006e+08
c3_t0	1.03577e+08	9.43659e+07	9.51928e+09	2.54396e+09
c3_t1	1.18327e+08	9.56852e+07	9.16518e+09	4.90058e+09
c4_t0	4.57163e+07	1.05596e+08	7.33798e+09	4.82672e+08
c4_t1	4.77454e+07	9.72162e+07	8.42463e+09	4.12307e+08
c5_t0	8.14253e+07	8.82169e+07	9.69359e+09	2.00921e+08
c5_t1	6.008e+07	8.73811e+07	1.119e+10	6.78589e+08
c6_t0	1.45746e+08	1.12562e+08	1.72062e+10	6.55887e+08
c6_t1	1.58284e+08	1.03172e+08	1.97966e+10	5.76389e+08
# ========
# Ratio-margin	89 percent
city_year	p0	p1	p2	p3	
c0_t0	1.67615e+08	1.05272e+08	9.93987e+09	3.00108e+09
c0_t1	1.47105e+08	1.18054e+08	1.20037e+10	2.50635e+09
c1_t0	1.6947e+08	1.35265e+08	1.5556e+10	6.95821e+08
c1_t1	1.725e+08	1.90527e+08	1.82375e+10	8.95326e+08
c2_t0	5.7249e+07	5.51971e+07	6.52e+09	6.15092e+08
c2_t1	4.6939e+07	6.38795e+07	7.2535e+09	6.06912e+08
c3_t0	1.03577e+08	9.43659e+07	9.46058e+09	2.60266e+09
c3_t1	1.18327e+08	9.56852e+07	9.11541e+09	4.95035e+09
c4_t0	4.57163e+07	1.05596e+08	7.32685e+09	4.93808e+08
c4_t1	4.77454e+07	9.72162e+07	8.42265e+09	4.14291e+08
c5_t0	8.14253e+07	8.82169e+07	9.68896e+09	2.05557e+08
c5_t1	6.008e+07	8.73811e+07	1.11867e+10	6.81854e+08
c6_t0	1.45746e+08	1.12562e+08	1.7191e+10	6.7102e+08
c6_t1	1.58284e+08	1.03172e+08	1.97939e+10	5.79162e+08
# ========
# Ratio-margin	90 percent
city_year	p0	p1	p2	p3	
c0_t0	1.67615e+08	1.05272e+08	9.85679e+09	3.08416e+09
c0_t1	1.47105e+08	1.18054e+08	1.19921e+10	2.51794e+09
c1_t0	1.6947e+08	1.35265e+08	1.55405e+10	7.1132e+08
c1_t1	1.725e+08	1.92432e+08	1.82315e+10	8.99465e+08
c2_t0	5.7249e+07	5.51971e+07	6.5063e+09	6.28794e+08
c2_t1	4.6939e+07	6.38795e+07	7.25069e+09	6.09718e+08
c3_t0	1.03577e+08	9.43659e+07	9.40261e+09	2.66063e+09
c3_t1	1.18327e+08	9.56852e+07	9.06621e+09	4.99955e+09
c4_t0	4.57163e+07	1.05596e+08	7.31585e+09	5.04808e+08
c4_t1	4.77454e+07	9.72162e+07	8.42073e+09	4.16206e+08
c5_t0	8.14253e+07	8.82169e+07	9.68438e+09	2.10135e+08
c5_t1	6.008e+07	8.73811e+07	1.11835e+10	6.85007e+08
c6_t0	1.45746e+08	1.12562e+08	1.71761e+10	6.85967e+08
c6_t1	1.58284e+08	1.03172e+08	1.97912e+10	5.8184e+08
# ========
# Ratio-margin	91 percent
city_year	p0	p1	p2	p3	
c0_t0	1.67615e+08	1.05272e+08	9.77382e+09	3.16713e+09
c0_t1	1.47105e+08	1.18054e+08	1.19809e+10	2.52913e+09
c1_t0	1.6947e+08	1.35265e+08	1.55252e+10	7.26631e+08
c1_t1	1.725e+08	1.92432e+08	1.82275e+10	9.03462e+08
c2_t0	5.7249e+07	5.51971e+07	6.49277e+09	6.42328e+08
c2_t1	4.6939e+07	6.45183e+07	7.24734e+09	6.12427e+08
c3_t0	1.03577e+08	9.43659e+07	9.34534e+09	2.7179e+09
c3_t1	1.18327e+08	9.56852e+07	9.01757e+09	5.0482e+09
c4_t0	4.57163e+07	1.05596e+08	7.30498e+09	5.15674e+08
c4_t1	4.77454e+07	9.72162e+07	8.41888e+09	4.18056e+08
c5_t0	8.14253e+07	8.82169e+07	9.67985e+09	2.14658e+08
c5_t1	6.008e+07	8.73811e+07	1.11805e+10	6.88051e+08
c6_t0	1.45746e+08	1.12562e+08	1.71613e+10	7.00732e+08
c6_t1	1.58284e+08	1.03172e+08	1.97886e+10	5.84425e+08
# ========
# Ratio-margin	92 percent
city_year	p0	p1	p2	p3	
c0_t0	3.29964e+09	3.60751e+09	5.50851e+09	7.98169e+08
c0_t1	2.83854e+09	4.00547e+09	6.65324e+09	1.27794e+09
c1_t0	3.33617e+09	4.63534e+09	8.28297e+09	3.02092e+08
c1_t1	3.36186e+09	6.59437e+09	9.08314e+09	4.5651e+08
c2_t0	1.13827e+09	1.89152e+09	3.95071e+09	2.67044e+08
c2_t1	9.14795e+08	2.21095e+09	4.53603e+09	3.09453e+08
c3_t0	2.05939e+09	3.23378e+09	5.83806e+09	1.12995e+09
c3_t1	2.30608e+09	3.31178e+09	6.09776e+09	2.56415e+09
c4_t0	9.08965e+08	3.61863e+09	3.22999e+09	2.14388e+08
c4_t1	9.3051e+08	3.29847e+09	4.54168e+09	2.11239e+08
c5_t0	1.60293e+09	3.02306e+09	5.34892e+09	8.92429e+07
c5_t1	1.1709e+09	3.02436e+09	7.15323e+09	6.67516e+08
c6_t0	2.92682e+09	3.85735e+09	1.07768e+10	5.59343e+08
c6_t1	3.11565e+09	3.50056e+09	1.34513e+10	5.66983e+08
# ========
# Ratio-margin	93 percent
city_year	p0	p1	p2	p3	
c0_t0	2.5839e+09	1.0423e+08	7.67454e+09	2.85116e+09
c0_t1	2.26772e+09	1.16885e+08	8.69241e+09	3.69818e+09
c1_t0	2.63863e+09	1.33926e+08	1.31367e+10	6.47361e+08
c1_t1	2.68581e+09	1.90527e+08	1.58447e+10	7.74882e+08
c2_t0	9.00273e+08	5.51971e+07	5.71982e+09	5.72254e+08
c2_t1	7.38142e+08	6.45183e+07	6.6433e+09	5.25267e+08
c3_t0	1.61268e+09	9.34316e+07	8.13368e+09	2.4214e+09
c3_t1	1.84234e+09	9.56852e+07	7.96667e+09	4.37508e+09
c4_t0	7.18915e+08	1.05596e+08	6.68804e+09	4.59417e+08
c4_t1	7.50823e+08	9.72162e+07	7.7753e+09	3.58558e+08
c5_t0	1.26778e+09	8.73435e+07	8.51779e+09	1.91241e+08
c5_t1	9.26176e+08	8.73811e+07	1.04123e+10	5.90128e+08
c6_t0	2.29194e+09	1.11448e+08	1.50927e+10	6.24287e+08
c6_t1	2.48911e+09	1.03172e+08	1.7541e+10	5.0125e+08
# ========
# Ratio-margin	94 percent
city_year	p0	p1	p2	p3	
c0_t0	1.69291e+08	1.06325e+08	9.52342e+09	3.4148e+09
c0_t1	1.47105e+08	1.18054e+08	1.19503e+10	2.55977e+09
c1_t0	1.6947e+08	1.36618e+08	1.54792e+10	7.71338e+08
c1_t1	1.725e+08	1.94357e+08	1.82146e+10	9.14407e+08
c2_t0	5.83997e+07	5.57491e+07	6.45155e+09	6.81848e+08
c2_t1	4.74084e+07	6.51635e+07	7.23881e+09	6.19847e+08
c3_t0	1.04613e+08	9.53096e+07	9.17614e+09	2.88512e+09
c3_t1	1.18327e+08	9.76084e+07	8.87423e+09	5.18961e+09
c4_t0	4.66352e+07	1.07719e+08	7.27021e+09	5.47401e+08
c4_t1	4.82228e+07	9.81883e+07	8.41237e+09	4.23121e+08
c5_t0	8.22395e+07	8.99901e+07	9.66406e+09	2.27866e+08
c5_t1	6.008e+07	8.91374e+07	1.11704e+10	6.96386e+08
c6_t0	1.48676e+08	1.12562e+08	1.71153e+10	7.43845e+08
c6_t1	1.59867e+08	1.03172e+08	1.97799e+10	5.91505e+08
# ========
# Ratio-margin	95 percent
city_year	p0	p1	p2	p3	
c0_t0	1.86104e+09	3.48383e+09	6.266e+09	1.60297e+09
c0_t1	1.61714e+09	3.90643e+09	7.37039e+09	1.88123e+09
c1_t0	1.86301e+09	4.47642e+09	9.85693e+09	3.60224e+08
c1_t1	1.89632e+09	6.36764e+09	1.06982e+10	5.33724e+08
c2_t0	6.41995e+08	1.84494e+09	4.44218e+09	3.18431e+08
c2_t1	5.26378e+08	2.13493e+09	4.94812e+09	3.61794e+08
c3_t0	1.15002e+09	3.12291e+09	6.64086e+09	1.34739e+09
c3_t1	1.31379e+09	3.16625e+09	6.75503e+09	3.0447e+09
c4_t0	5.12667e+08	3.52951e+09	3.67415e+09	2.55643e+08
c4_t1	5.35421e+08	3.18506e+09	5.01445e+09	2.46968e+08
c5_t0	9.04069e+08	2.94861e+09	6.00396e+09	2.07511e+08
c5_t1	6.60467e+08	2.92038e+09	8.02869e+09	4.06469e+08
c6_t0	1.63441e+09	3.68821e+09	1.24503e+10	3.47385e+08
c6_t1	1.77501e+09	3.38021e+09	1.5134e+10	3.45252e+08
# ========
# Ratio-margin	97 percent
city_year	p0	p1	p2	p3	
c0_t0	3.44293e+09	3.72466e+09	5.73907e+09	3.0718e+08
c0_t1	2.9618e+09	4.0946e+09	6.50216e+09	1.21664e+09
c1_t0	3.48104e+09	4.73848e+09	8.20245e+09	1.34609e+08
c1_t1	3.50785e+09	6.7411e+09	8.81233e+09	4.34613e+08
c2_t0	1.18769e+09	1.95295e+09	3.98791e+09	1.18992e+08
c2_t1	9.64064e+08	2.26014e+09	4.45241e+09	2.9461e+08
c3_t0	2.12754e+09	3.30573e+09	5.83602e+09	9.91884e+08
c3_t1	2.43028e+09	3.38547e+09	5.95929e+09	2.50474e+09
c4_t0	9.48436e+08	3.69914e+09	3.22886e+09	9.55292e+07
c4_t1	9.80625e+08	3.37186e+09	4.42831e+09	2.01107e+08
c5_t0	1.67253e+09	3.09033e+09	5.25097e+09	5.03208e+07
c5_t1	1.22175e+09	3.09166e+09	7.37162e+09	3.30989e+08
c6_t0	2.99373e+09	3.94317e+09	1.10536e+10	1.29811e+08
c6_t1	3.25095e+09	3.61424e+09	1.34882e+10	2.8114e+08
# ========
# Ratio-margin	98 percent
city_year	p0	p1	p2	p3	
c0_t0	3.77066e+09	3.75609e+09	5.39273e+09	2.94347e+08
c0_t1	3.24373e+09	4.12874e+09	6.17098e+09	1.23174e+09
c1_t0	3.8124e+09	4.82625e+09	7.78893e+09	1.28986e+08
c1_t1	3.84176e+09	6.79731e+09	7.9856e+09	8.71214e+08
c2_t0	1.30075e+09	1.96943e+09	3.86334e+09	1.14021e+08
c2_t1	1.05583e+09	2.27899e+09	4.33814e+09	2.98266e+08
c3_t0	2.33007e+09	3.33363e+09	5.64221e+09	9.5527e+08
c3_t1	2.66162e+09	3.4137e+09	5.65576e+09	2.5487e+09
c4_t0	1.02843e+09	3.73036e+09	3.12163e+09	9.15382e+07
c4_t1	1.06334e+09	3.43398e+09	4.28098e+09	2.03603e+08
c5_t0	1.83174e+09	3.14757e+09	5.03452e+09	5.03208e+07
c5_t1	1.33804e+09	3.11744e+09	7.22543e+09	3.35097e+08
c6_t0	3.27871e+09	3.97645e+09	1.07408e+10	1.24388e+08
c6_t1	3.56041e+09	3.64437e+09	1.28661e+10	5.63565e+08
